"pidlink","w5_rt","w4_rt","w5_tp","w4_tp","w5_age","more_rt","less_rt","less_tp","more_tp","emp","unemp","ret","sing","marr","sep","gender","edu"
81020002,3,5,5,5,52,1,0,0,0,0,0,0,0,0,0,1,12
81030002,4,4,3,5,57,0,0,1,0,0,0,1,0,0,0,1,9
81030006,5,5,5,5,27,0,0,0,0,0,0,0,0,0,0,0,9
81040001,5,1,2,5,60,0,1,1,0,0,0,0,0,1,0,0,12
81040002,4,4,3,5,58,0,0,1,0,0,0,0,0,1,0,1,6
81100002,3,2,5,5,53,0,1,0,0,0,0,0,0,1,0,0,12
81100004,1,5,5,5,41,1,0,0,0,0,0,0,0,1,0,0,12
81104102,5,5,5,5,41,0,0,0,0,1,0,0,0,1,0,1,6
81150001,4,5,3,5,60,1,0,1,0,0,0,0,0,1,0,0,6
81150003,3,4,4,5,40,1,0,1,0,0,0,0,1,0,0,1,12
81150006,5,4,5,5,25,0,1,0,0,1,0,0,0,0,0,1,12
81150010,4,5,5,5,32,1,0,0,0,0,0,0,0,1,0,0,12
81180001,5,4,5,4,59,0,1,0,1,0,0,0,0,1,0,0,6
81200002,1,3,3,2,41,1,0,0,1,0,0,0,0,0,0,0,12
82020003,3,3,3,5,43,0,0,1,0,0,0,0,0,1,0,0,12
82020004,1,5,4,5,39,1,0,1,0,0,0,0,0,0,0,0,12
82020005,1,2,4,5,30,1,0,1,0,1,0,0,0,1,0,1,12
82030001,5,5,5,5,72,0,0,0,0,0,0,0,0,1,0,0,6
82030002,4,2,3,5,37,0,1,1,0,0,0,0,0,1,0,0,12
82030004,1,5,5,2,55,1,0,0,1,0,0,0,0,1,0,1,9
82030008,4,1,5,5,29,0,1,0,0,1,0,0,0,1,0,1,9
82034102,4,5,5,5,35,1,0,0,0,1,0,0,0,1,0,1,12
82040002,1,4,5,5,49,1,0,0,0,0,0,0,0,1,0,1,9
82040003,5,5,4,4,46,0,0,0,0,0,0,0,0,1,0,1,12
82040004,1,4,5,5,52,1,0,0,0,0,0,0,0,1,0,0,9
82050001,5,4,3,5,66,0,1,1,0,0,0,0,0,1,0,0,6
82050002,4,5,5,5,74,1,0,0,0,0,0,1,0,1,0,1,6
82050003,1,5,5,5,43,1,0,0,0,0,0,0,0,1,0,0,9
82050005,5,1,5,5,54,0,1,0,0,0,0,0,0,1,0,0,6
82053102,5,4,5,4,42,0,1,0,1,0,0,0,0,1,0,1,6
82060007,1,5,5,5,42,1,0,0,0,0,0,0,0,0,0,1,9
82060012,3,4,5,1,22,1,0,0,1,1,0,0,0,0,0,0,12
82063101,5,2,5,5,47,0,1,0,0,0,0,0,0,1,0,0,12
82070001,1,1,3,5,50,0,0,1,0,0,0,0,0,1,0,0,12
82070002,5,5,5,4,55,0,0,0,1,0,0,0,0,1,0,1,12
82070005,4,4,5,4,24,0,0,0,1,1,0,0,0,0,0,0,12
82080002,2,5,5,4,69,1,0,0,1,0,0,0,0,0,0,1,12
82110002,5,5,4,5,55,0,0,1,0,0,0,1,1,0,0,1,6
82110004,4,4,4,5,38,0,0,1,0,0,0,0,0,1,0,0,12
82110005,3,4,5,5,35,1,0,0,0,0,0,0,0,1,0,0,12
82110006,5,4,5,5,32,0,1,0,0,1,0,0,0,1,0,1,12
82114202,5,5,2,5,35,0,0,1,0,0,0,0,0,1,0,1,12
82120006,4,4,5,5,41,0,0,0,0,0,0,0,0,1,0,1,9
82150001,3,4,4,5,59,1,0,1,0,0,0,0,0,1,0,0,12
82150002,5,4,5,5,57,0,1,0,0,0,0,1,0,1,0,1,6
82150003,5,5,5,4,36,0,0,0,1,0,0,0,0,1,0,0,12
82150005,5,4,5,5,28,0,1,0,0,0,0,0,0,0,0,1,12
82150006,4,4,1,5,24,0,0,1,0,0,0,0,0,0,0,0,12
82150009,5,1,5,5,59,0,1,0,0,0,0,0,0,1,0,0,6
82150010,5,1,5,5,56,0,1,0,0,0,1,0,0,1,0,1,6
82150011,5,5,1,2,34,0,0,1,0,0,0,0,0,1,0,0,16
82160001,5,5,5,3,57,0,0,0,1,0,0,0,0,1,0,0,6
82160002,3,4,1,5,57,1,0,1,0,0,0,0,0,1,0,1,6
82160004,5,4,4,4,34,0,1,0,0,0,0,0,0,1,0,0,12
82163201,5,2,5,5,42,0,1,0,0,0,0,0,0,1,0,0,9
82180001,3,5,4,5,53,1,0,1,0,0,0,0,0,1,0,0,9
82180002,2,5,4,5,52,1,0,1,0,0,0,1,0,1,0,1,6
83050003,1,5,3,5,44,1,0,1,0,1,0,0,0,1,0,1,12
83060006,1,5,2,5,34,1,0,1,0,1,0,0,0,1,0,1,12
83060009,5,5,2,3,46,0,0,1,0,0,0,0,0,0,0,0,9
83064101,5,2,4,5,43,0,1,1,0,0,0,0,0,1,0,0,12
83080003,4,5,2,5,40,1,0,1,0,0,0,0,1,0,0,1,16
83090001,5,5,5,5,55,0,0,0,0,0,0,0,0,1,0,0,12
83090002,5,5,5,5,54,0,0,0,0,0,0,0,0,1,0,1,6
83104301,2,4,5,5,43,1,0,0,0,0,0,0,0,1,0,0,16
83110003,4,4,2,5,47,0,0,1,0,0,0,0,0,1,0,1,16
83110010,3,1,5,5,30,0,1,0,0,0,0,0,0,0,0,0,12
83110011,4,5,2,3,32,1,0,1,0,0,0,0,0,1,0,0,12
83113101,5,4,5,5,45,0,1,0,0,0,0,0,0,1,0,0,15
83113201,2,5,4,5,44,1,0,1,0,0,0,0,0,1,0,0,12
83120001,4,1,5,4,57,0,1,0,1,0,0,1,0,1,0,0,9
83120002,1,5,5,5,52,1,0,0,0,0,0,0,0,1,0,1,9
83120005,5,5,5,5,31,0,0,0,0,0,0,0,0,0,0,0,12
83130002,1,4,3,5,67,1,0,1,0,0,1,0,0,1,0,1,6
83130004,1,4,5,2,33,1,0,0,1,1,0,0,0,1,0,1,9
83140001,5,2,4,5,52,0,1,1,0,0,0,0,0,1,0,0,6
83140002,3,5,5,5,53,1,0,0,0,0,0,1,0,1,0,1,6
83140003,0,1,0,5,32,1,0,1,0,0,0,0,0,0,0,0,12
83140005,1,5,5,5,25,1,0,0,0,0,0,0,0,0,0,0,12
83160002,2,5,5,5,64,1,0,0,0,0,0,0,0,1,0,1,12
83160005,2,1,4,2,26,0,1,0,1,1,0,0,0,0,0,0,12
83170002,1,5,1,3,56,1,0,1,0,1,0,0,0,1,0,1,9
83170004,5,4,5,5,36,0,1,0,0,0,0,0,0,1,0,0,12
83170006,4,4,3,5,45,0,0,1,0,1,0,0,0,1,0,1,12
83173101,4,4,5,5,47,0,0,0,0,0,0,0,0,1,0,0,12
83180002,5,5,5,5,55,0,0,0,0,1,0,0,1,0,0,1,9
83180003,5,5,5,5,36,0,0,0,0,1,0,0,0,1,0,1,12
83183101,5,1,5,5,48,0,1,0,0,0,0,0,0,1,0,0,16
83190006,5,4,5,5,43,0,1,0,0,1,0,0,0,0,0,1,12
83420006,4,4,5,5,31,0,0,0,0,0,0,0,0,1,0,0,12
83420010,5,2,5,5,31,0,1,0,0,1,0,0,0,1,0,1,12
83440006,2,4,5,5,31,1,0,0,0,0,0,0,0,0,0,0,12
84010001,2,4,5,5,65,1,0,0,0,0,0,0,0,1,0,0,6
84020006,2,1,5,4,29,0,1,0,1,1,0,0,0,1,0,0,6
84024101,5,5,5,2,45,0,0,0,1,0,0,0,0,1,0,0,12
84040004,1,5,5,5,39,1,0,0,0,0,0,0,0,1,0,0,9
84050006,5,5,4,1,61,0,0,0,1,0,0,0,0,0,0,1,6
84050007,1,5,2,5,55,1,0,1,0,0,0,0,0,1,0,0,6
84050008,3,4,4,5,44,1,0,1,0,0,0,0,1,0,0,1,6
84053102,5,5,5,5,53,0,0,0,0,1,0,0,0,1,0,1,9
84060002,5,2,3,5,47,0,1,1,0,0,0,0,0,0,0,1,6
84060006,5,4,4,5,48,0,1,1,0,0,0,0,0,1,0,1,6
84060010,5,2,5,5,50,0,1,0,0,0,0,0,0,0,0,0,6
84070001,2,5,5,5,72,1,0,0,0,0,0,1,1,0,0,0,6
84070008,4,2,3,5,30,0,1,1,0,1,0,0,0,0,0,0,9
84070012,1,4,5,3,22,1,0,0,1,1,0,0,0,0,0,0,12
84100001,3,7387,5,4,61,1,0,0,1,0,0,0,1,0,0,0,12
84110010,5,5,5,5,63,0,0,0,0,0,0,1,0,0,0,1,6
84130001,5,5,4,4,63,0,0,0,0,0,0,1,0,1,0,0,9
84130002,5,5,5,5,43,0,0,0,0,0,0,0,0,1,0,1,9
84130003,2,4,5,5,26,1,0,0,0,0,0,0,0,0,0,0,16
84150001,5,3,5,4,73,0,1,0,1,1,0,0,0,0,0,1,6
84160008,5,0,2,0,40,0,1,0,1,0,0,0,1,0,0,1,12
85020002,4,5,2,5,48,1,0,1,0,0,0,0,0,1,0,0,12
85020005,3,2,4,4,51,0,1,0,0,0,0,0,0,1,0,1,16
85020006,1,5,5,5,54,1,0,0,0,0,0,1,0,1,0,0,12
85020007,1,4,2,4,30,1,0,1,0,1,0,0,0,0,0,0,16
85020008,2,4,5,4,27,1,0,0,1,1,0,0,0,0,0,0,12
85021105,3,3,5,5,47,0,0,0,0,0,0,0,0,1,0,1,12
85023101,1,1,5,2,42,0,0,0,1,0,0,0,0,1,0,0,12
85050002,2,5,2,5,53,1,0,1,0,0,0,0,0,1,0,1,12
85050010,4,1,5,5,21,0,1,0,0,1,0,0,0,0,0,0,12
85110003,2,5,4,4,46,1,0,0,0,0,0,0,0,1,0,0,16
85120003,1,5,5,5,35,1,0,0,0,1,0,0,0,1,0,1,16
85124101,1,4,3,5,35,1,0,1,0,0,0,0,0,1,0,0,16
85124201,4,1,2,5,33,0,1,1,0,0,0,0,0,1,0,0,15
85140002,5,4,5,4,68,0,1,0,1,0,0,0,0,1,0,1,12
85170001,1,5,4,5,73,1,0,1,0,0,0,0,0,1,0,0,6
85170002,5,1,5,5,65,0,1,0,0,0,0,0,0,1,0,1,6
85200005,5,1,5,5,45,0,1,0,0,0,0,0,0,1,0,0,12
86050003,2,2,2,3,40,0,0,1,0,0,0,0,0,1,0,1,12
86050007,4,1,5,5,28,0,1,0,0,1,0,0,0,0,0,1,12
86053101,4,4,4,5,41,0,0,1,0,0,0,0,0,1,0,0,15
86060001,5,4,5,5,71,0,1,0,0,0,0,1,0,1,0,0,16
86070007,4,5,5,5,44,1,0,0,0,1,0,0,0,1,0,1,15
86100001,5,5,5,5,62,0,0,0,0,0,0,0,0,1,0,0,12
86100005,4,5,5,5,36,1,0,0,0,0,0,0,0,1,0,0,12
86110002,2,5,4,3,48,1,0,0,1,0,0,0,0,1,0,1,6
86113106,1,4,5,5,47,1,0,0,0,0,0,0,0,1,0,0,9
86120003,5,4,5,5,35,0,1,0,0,0,0,0,0,1,0,0,16
86140001,4,5,3,5,61,1,0,1,0,0,0,0,0,1,0,0,12
86140002,2,5,3,5,57,1,0,1,0,0,0,1,0,1,0,1,9
86140003,2,4,4,5,35,1,0,1,0,1,0,0,0,0,0,0,12
86140004,5,5,5,5,32,0,0,0,0,1,0,0,0,1,0,0,12
86140005,4,5,5,5,28,1,0,0,0,1,0,0,0,1,0,1,16
86180006,5,3,5,5,39,0,1,0,0,0,0,0,0,1,0,0,12
86183203,5,5,5,3,39,0,0,0,1,1,0,0,0,1,0,1,9
86190001,4,4,4,5,47,0,0,1,0,0,0,0,0,1,0,0,12
86190002,4,5,5,5,45,1,0,0,0,1,0,0,0,1,0,1,12
86190003,2,2,5,5,23,0,0,0,0,1,0,0,0,0,0,0,15
86190009,5,3,5,5,36,0,1,0,0,1,0,0,0,1,0,1,9
86200004,5,1,4,2,26,0,1,0,1,0,0,0,0,0,0,0,12
87020001,4,4,3,5,56,0,0,1,0,0,0,0,0,1,0,0,9
87020006,3,1,2,3,22,0,1,1,0,1,0,0,0,0,0,1,12
87020012,5,5,5,3,52,0,0,0,1,0,0,0,0,1,0,0,16
87022102,0,5,3,3,67,1,0,0,0,0,0,0,1,0,0,1,12
87030004,5,2,5,5,56,0,1,0,0,0,0,0,0,1,0,0,12
87030007,5,2,5,5,49,0,1,0,0,0,0,0,0,1,0,0,9
87080006,4,4,4,5,42,0,0,1,0,0,0,0,0,1,0,1,12
87080008,1,5,5,2,42,1,0,0,1,0,0,0,0,1,0,0,12
87100002,1,4,5,4,45,1,0,0,1,0,0,0,0,1,0,0,9
87100005,5,4,4,5,41,0,1,1,0,1,0,0,0,1,0,1,6
87140001,1,5,5,5,45,1,0,0,0,0,0,0,0,1,0,0,15
87140002,5,5,5,5,41,0,0,0,0,0,0,0,0,1,0,1,12
87160004,5,4,5,5,47,0,1,0,0,0,0,0,0,1,0,0,12
87160006,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,0,12
87160007,1,1,4,1,27,0,0,0,1,1,0,0,0,0,0,0,12
87160011,5,2,5,5,52,0,1,0,0,1,0,0,1,0,0,1,9
87161101,5,4,5,4,50,0,1,0,1,0,0,0,1,0,0,0,12
87163102,1,5,5,5,34,1,0,0,0,0,0,0,0,1,0,1,9
87190003,1,3,4,5,40,1,0,1,0,0,0,0,0,1,0,0,12
87194102,5,4,4,2,34,0,1,0,1,0,0,0,0,1,0,1,12
87200001,4,4,5,5,63,0,0,0,0,0,0,1,0,1,0,0,15
87200002,5,4,5,5,50,0,1,0,0,0,0,0,0,1,0,1,12
87200003,5,4,5,3,40,0,1,0,1,0,0,0,0,1,0,1,12
87200004,5,5,4,5,26,0,0,1,0,1,0,0,0,0,0,0,16
87202101,3,4,2,5,56,1,0,1,0,0,0,0,0,1,0,0,16
88030004,1,5,5,5,51,1,0,0,0,0,0,0,0,0,0,0,12
88030007,1,4,4,5,25,1,0,1,0,1,0,0,0,0,0,0,12
88040001,4,4,5,4,55,0,0,0,1,0,1,0,0,1,0,0,12
88040002,4,4,5,2,51,0,0,0,1,0,0,0,0,1,0,1,15
88040003,2,2,3,1,25,0,0,0,1,0,0,0,0,0,0,1,16
88040004,1,2,4,3,23,1,0,0,1,1,0,0,0,0,0,1,16
88050001,2,5,3,5,57,1,0,1,0,0,0,0,0,1,0,0,6
88050002,2,5,5,4,56,1,0,0,1,0,0,0,0,1,0,1,6
88050003,4,1,3,5,34,0,1,1,0,0,0,0,0,1,0,0,6
88050007,4,4,3,5,22,0,0,1,0,0,0,0,0,0,0,0,9
88060001,1,2,5,4,52,1,0,0,1,0,0,0,0,1,0,0,9
88060002,2,3,5,4,46,1,0,0,1,1,0,0,0,1,0,1,9
88080001,4,2,4,4,42,0,1,0,0,0,0,0,0,1,0,0,6
88080002,1,3,5,3,37,1,0,0,1,0,0,0,0,1,0,1,6
88090001,5,5,1,5,65,0,0,1,0,0,0,0,0,0,0,1,12
88100002,2,5,4,5,61,1,0,1,0,0,0,0,1,0,0,1,9
88100003,5,3,4,2,37,0,1,0,1,0,0,0,0,1,0,1,15
88100005,5,5,5,5,31,0,0,0,0,1,0,0,0,1,0,1,12
88100007,5,2,2,5,35,0,1,1,0,0,0,0,0,1,0,0,9
88104101,5,2,3,4,42,0,1,1,0,0,0,0,0,1,0,0,15
88110003,4,1,5,4,48,0,1,0,1,1,0,0,0,1,0,0,6
88130002,1,1,1,5,62,0,0,1,0,0,0,0,0,0,0,1,6
88130003,3,4,5,5,42,1,0,0,0,0,0,0,0,1,0,0,12
88140003,5,5,5,5,48,0,0,0,0,0,0,0,0,1,0,0,9
88160002,3,5,5,5,55,1,0,0,0,0,0,0,0,1,0,1,6
88170003,2,4,4,5,43,1,0,1,0,0,0,0,0,1,0,0,6
88170006,4,4,5,5,25,0,0,0,0,0,0,0,0,0,0,1,9
88173102,5,4,5,5,37,0,1,0,0,0,0,0,0,1,0,1,6
88180001,5,5,5,2,61,0,0,0,1,0,1,0,0,0,0,0,6
88190002,4,4,5,2,36,0,0,0,1,0,0,0,0,1,0,0,16
88190004,4,5,5,2,30,1,0,0,1,0,0,0,0,0,0,1,15
88200001,1,4,1,1,61,1,0,0,0,0,0,0,0,1,0,0,6
88200002,4,2,4,3,45,0,1,0,1,0,0,0,0,1,0,1,6
89040001,1,5,5,5,59,1,0,0,0,0,0,0,0,1,0,0,6
89040004,5,4,5,5,30,0,1,0,0,0,0,0,0,1,0,1,6
89040005,2,2,2,4,27,0,0,1,0,0,0,0,0,1,0,1,12
89040006,4,4,2,5,22,0,0,1,0,0,0,0,0,0,0,1,9
89040007,4,5,5,3,34,1,0,0,1,1,0,0,0,1,0,1,12
89044101,1,5,1,5,35,1,0,1,0,0,0,0,0,1,0,0,6
89044301,4,5,4,3,40,1,0,0,1,0,0,0,0,1,0,0,12
89090006,3,4,2,5,36,1,0,1,0,0,0,0,0,1,0,0,12
89100001,5,5,5,5,64,0,0,0,0,0,0,0,0,1,0,0,6
89100003,2,5,5,5,37,1,0,0,0,0,0,0,0,1,0,0,12
89110002,1,3,1,3,44,1,0,1,0,0,0,0,0,1,0,0,12
89110003,5,4,5,5,41,0,1,0,0,0,0,0,0,1,0,1,12
89110005,5,5,5,3,46,0,0,0,1,1,0,0,0,1,0,1,6
89200003,3,5,2,4,42,1,0,1,0,0,0,0,0,1,0,0,16
90010003,4,2,5,5,33,0,1,0,0,1,0,0,0,1,0,1,15
90014201,1,4,5,5,40,1,0,0,0,0,0,0,0,1,0,0,15
90030002,1,5,4,5,57,1,0,1,0,0,0,0,0,0,0,0,6
90031102,2,1,4,5,39,0,1,1,0,0,0,0,1,0,0,1,9
90040003,5,1,4,5,33,0,1,1,0,1,0,0,0,0,0,1,16
90040004,5,5,5,4,30,0,0,0,1,0,0,0,0,1,0,1,12
90040005,4,4,5,5,28,0,0,0,0,1,0,0,0,0,0,1,12
90050001,1,1,2,5,46,0,0,1,0,0,0,0,0,1,0,0,9
90060003,2,4,4,3,36,1,0,0,1,1,0,0,0,1,0,1,12
90063103,3,4,5,2,48,1,0,0,1,0,0,0,0,1,0,0,12
90070001,1,2,5,4,50,1,0,0,1,0,0,0,0,1,0,0,12
90070002,3,4,2,4,43,1,0,1,0,1,0,0,0,1,0,1,6
90070003,2,2,2,4,22,0,0,1,0,1,0,0,0,0,0,1,16
90070004,5,5,5,5,34,0,0,0,0,1,0,0,0,1,0,1,6
90073103,4,5,5,5,38,1,0,0,0,0,0,0,0,1,0,0,6
90100003,2,5,4,3,50,1,0,0,1,0,0,0,0,1,0,0,6
90100005,2,5,4,5,39,1,0,1,0,0,0,0,0,1,0,0,6
90100007,3,5,5,5,43,1,0,0,0,1,0,0,1,0,0,1,6
90104301,5,4,5,5,38,0,1,0,0,0,0,0,0,1,0,0,6
90120001,4,1,5,5,67,0,1,0,0,0,0,1,0,1,0,0,6
90150001,5,1,5,5,53,0,1,0,0,0,0,0,0,1,0,0,12
90150002,3,5,5,5,46,1,0,0,0,1,0,0,0,1,0,1,12
90150003,3,2,1,3,23,0,1,1,0,1,0,0,0,0,0,0,16
90150005,4,4,5,5,39,0,0,0,0,0,0,0,0,1,0,0,12
90410001,4,4,4,4,68,0,0,0,0,0,0,0,0,1,0,0,15
90410002,1,4,5,5,68,1,0,0,0,0,0,1,0,1,0,1,12
91020001,1,1,5,5,54,0,0,0,0,0,0,0,0,1,0,0,6
91020002,4,2,5,5,51,0,1,0,0,0,0,0,0,1,0,1,9
91040005,2,4,3,5,34,1,0,1,0,0,0,0,0,1,0,1,12
91040006,2,1,5,5,39,0,1,0,0,0,0,0,0,1,0,0,12
91060005,4,5,5,4,40,1,0,0,1,0,0,0,0,1,0,1,12
91060010,4,4,2,2,39,0,0,0,0,0,0,0,0,1,0,0,12
91070003,3,5,5,5,37,1,0,0,0,1,0,0,0,1,0,1,9
91080001,1,1,5,5,56,0,0,0,0,0,1,0,0,1,0,0,6
91080003,5,5,4,2,32,0,0,0,1,0,0,0,0,1,0,0,12
91080005,4,5,4,3,28,1,0,0,1,0,0,0,0,0,0,1,9
91090001,5,4,5,5,73,0,1,0,0,1,0,0,0,1,0,0,6
91090002,2,4,5,5,57,1,0,0,0,0,0,0,0,1,0,1,6
91090005,4,5,5,3,30,1,0,0,1,0,0,0,0,0,0,0,6
91100001,4,5,5,5,58,1,0,0,0,0,0,0,0,1,0,0,9
91100002,5,1,5,3,55,0,1,0,1,0,0,0,0,1,0,1,6
91100003,3,3,3,5,34,0,0,1,0,0,0,0,0,1,0,0,12
91104102,3,4,5,5,30,1,0,0,0,0,0,0,0,1,0,1,12
91110001,5,4,5,5,68,0,1,0,0,0,0,0,0,1,0,0,6
91110004,1,5,5,3,40,1,0,0,1,0,0,0,0,1,0,0,9
91110005,3,4,5,5,39,1,0,0,0,0,0,0,0,1,0,1,6
91110006,4,5,5,1,34,1,0,0,1,0,0,0,0,1,0,1,6
91114102,4,2,5,5,35,0,1,0,0,1,0,0,0,1,0,1,9
91114201,1,3,2,5,41,1,0,1,0,1,0,0,0,1,0,0,6
91114301,5,5,5,5,38,0,0,0,0,0,0,0,0,1,0,0,9
91124101,1,5,5,5,41,1,0,0,0,0,0,0,0,1,0,0,9
91130010,4,4,2,5,31,0,0,1,0,0,0,0,0,1,0,1,6
91140001,4,4,4,5,47,0,0,1,0,0,0,0,0,1,0,0,6
91140002,3,3,5,5,46,0,0,0,0,0,0,0,0,1,0,1,6
91140003,2,4,2,5,23,1,0,1,0,1,0,0,0,0,0,1,12
91150003,1,3,2,2,25,1,0,0,0,1,0,0,0,0,0,0,15
91170001,5,5,5,5,64,0,0,0,0,0,0,0,0,1,0,0,6
91180001,5,5,5,5,63,0,0,0,0,0,0,1,0,1,0,0,6
91180002,3,4,2,2,58,1,0,0,0,0,0,0,0,1,0,1,9
91180004,5,5,5,4,36,0,0,0,1,0,0,0,0,1,0,0,12
91180005,4,5,2,5,29,1,0,1,0,0,0,0,0,0,0,1,16
91180007,1,5,5,5,22,1,0,0,0,1,0,0,0,0,0,0,12
91180008,1,1,2,1,28,0,0,0,1,1,0,0,0,1,0,1,12
91184101,4,4,5,5,44,0,0,0,0,0,0,0,0,1,0,0,12
91190001,0,4,5,5,66,1,0,0,0,0,0,0,0,1,0,0,9
91190002,2,5,5,5,62,1,0,0,0,0,0,1,0,1,0,1,12
91190005,1,5,3,2,42,1,0,0,1,0,0,0,0,0,1,1,9
92010001,5,5,5,5,55,0,0,0,0,0,0,0,0,1,0,0,9
92010003,4,3,5,3,23,0,1,0,1,1,0,0,0,0,0,0,16
92020002,5,4,5,5,46,0,1,0,0,1,0,0,0,0,0,1,12
92040004,5,4,3,3,32,0,1,0,0,0,0,0,0,1,0,1,9
92040006,4,1,5,2,57,0,1,0,1,0,0,0,0,1,0,1,6
92040009,1,2,2,4,22,1,0,1,0,1,0,0,0,0,0,0,12
92041105,1,4,5,5,49,1,0,0,0,0,0,0,0,1,0,1,6
92044201,1,2,4,2,35,1,0,0,1,0,0,0,0,1,0,0,9
92050001,3,5,5,5,49,1,0,0,0,0,0,0,0,1,0,0,12
92050002,5,1,4,5,47,0,1,1,0,1,0,0,0,1,0,1,9
92060002,4,4,5,2,54,0,0,0,1,1,0,0,1,0,0,1,6
92070001,5,2,5,5,57,0,1,0,0,0,0,0,0,1,0,0,9
92070002,5,5,5,5,53,0,0,0,0,1,0,0,0,1,0,1,9
92080011,5,4,4,4,22,0,1,0,0,1,0,0,0,0,0,0,9
92084202,4,5,5,5,29,1,0,0,0,1,0,0,0,1,0,1,9
92110004,5,4,4,5,35,0,1,1,0,1,0,0,0,0,0,0,12
92110005,4,5,5,5,25,1,0,0,0,0,0,0,0,0,0,1,12
92110006,1,2,4,3,22,1,0,0,1,1,0,0,0,0,0,1,12
92130003,4,5,3,4,28,1,0,1,0,0,0,0,0,0,0,1,12
92140001,1,1,2,3,44,0,0,1,0,0,0,0,0,1,0,0,12
92140002,4,1,5,2,39,0,1,0,1,0,0,0,0,1,0,1,6
92150001,4,4,5,5,44,0,0,0,0,0,0,0,0,1,0,0,9
92150002,2,4,5,4,46,1,0,0,1,1,0,0,0,1,0,1,9
93010003,5,4,5,3,51,0,1,0,1,0,0,0,0,1,0,1,12
93010004,5,5,4,4,46,0,0,0,0,1,0,0,1,0,0,1,12
93010005,5,4,3,5,45,0,1,1,0,1,0,0,0,1,0,1,9
93010006,4,1,2,2,42,0,1,0,0,0,0,0,0,0,0,0,12
93010007,2,4,4,5,40,1,0,1,0,0,0,0,0,1,0,1,12
93010008,4,4,5,5,51,0,0,0,0,0,0,0,0,1,0,0,12
93010010,5,5,5,5,26,0,0,0,0,1,0,0,0,0,0,1,15
93010011,4,4,5,3,23,0,0,0,1,1,0,0,0,0,0,0,12
93010012,1,5,5,4,45,1,0,0,1,1,0,0,0,1,0,1,6
93010013,4,5,5,5,34,1,0,0,0,0,0,0,0,1,0,0,9
93013102,4,4,5,4,46,0,0,0,1,0,0,0,0,1,0,0,6
93014101,1,4,5,5,33,1,0,0,0,0,0,0,0,1,0,0,12
93030003,2,4,5,5,47,1,0,0,0,0,0,0,0,1,0,0,12
93030005,2,4,3,5,46,1,0,1,0,0,0,0,1,0,0,0,12
93040005,3,4,4,4,42,1,0,0,0,1,0,0,0,1,0,1,12
93050001,1,5,3,5,47,1,0,1,0,0,0,0,0,1,0,0,15
93050002,5,4,5,2,51,0,1,0,1,1,0,0,0,1,0,1,9
93050003,1,5,5,4,22,1,0,0,1,1,0,0,0,0,0,0,16
93060001,4,5,5,5,51,1,0,0,0,1,0,0,0,1,0,0,12
93060003,2,4,3,1,27,1,0,0,1,0,0,0,0,0,0,1,12
93060004,2,4,5,5,22,1,0,0,0,1,0,0,0,0,0,1,9
93070001,4,4,4,5,69,0,0,1,0,0,0,0,0,1,0,0,12
93070002,5,5,5,2,60,0,0,0,1,0,0,0,0,1,0,1,9
93070004,0,5,0,2,37,1,0,1,0,0,0,0,0,1,0,1,16
93080004,5,4,2,5,43,0,1,1,0,0,0,0,0,1,0,0,16
93100002,1,5,1,1,59,1,0,0,0,0,0,0,0,1,0,1,15
93100004,4,2,2,4,27,0,1,1,0,1,0,0,0,0,0,0,15
93100005,2,4,4,3,26,1,0,0,1,1,0,0,0,1,0,1,16
93100007,3,4,3,5,47,1,0,1,0,0,0,0,1,0,0,1,9
93120004,5,5,5,4,33,0,0,0,1,0,0,0,0,1,0,1,12
93120005,4,4,5,4,31,0,0,0,1,0,0,0,0,0,0,1,15
93140003,3,2,3,2,44,0,1,0,1,0,0,0,0,1,0,0,15
93140005,1,2,5,4,36,1,0,0,1,0,0,0,0,1,0,0,16
93140008,1,5,4,5,30,1,0,1,0,1,0,0,0,1,0,1,12
93160001,5,3,5,5,60,0,1,0,0,0,0,0,0,1,0,0,12
93160002,4,4,2,2,53,0,0,0,0,0,0,0,0,1,0,1,12
93160003,3,4,5,4,31,1,0,0,1,0,0,0,0,0,0,0,16
93160005,5,4,5,3,23,0,1,0,1,1,0,0,0,0,0,1,15
93170003,4,1,5,5,31,0,1,0,0,0,0,0,0,0,0,1,16
93180001,4,4,5,5,65,0,0,0,0,0,0,0,0,1,0,0,9
93180007,5,4,4,5,43,0,1,1,0,0,0,0,0,1,0,0,12
93200005,1,2,4,4,25,1,0,0,0,0,0,0,0,0,0,1,15
93203102,3,4,4,4,40,1,0,0,0,0,0,0,0,1,0,1,12
94010001,5,4,5,3,48,0,1,0,1,0,0,0,0,1,0,0,6
94010003,4,5,5,5,27,1,0,0,0,0,0,0,0,0,0,0,9
94020001,4,4,5,5,57,0,0,0,0,1,0,0,0,1,0,0,6
94020002,4,5,5,4,53,1,0,0,1,0,0,1,0,1,0,1,6
94020003,5,4,5,5,38,0,1,0,0,0,0,0,0,1,0,0,12
94020007,5,1,1,3,34,0,1,1,0,0,0,0,0,1,0,0,9
94040001,5,5,5,5,61,0,0,0,0,1,0,0,0,0,0,0,9
94040004,3,4,5,1,24,1,0,0,1,1,0,0,0,0,0,1,12
94050001,1,1,5,4,50,0,0,0,1,0,0,0,0,1,0,0,12
