"pidlink","w5_rt","w4_rt","w5_tp","w4_tp","w5_age","more_rt","less_rt","less_tp","more_tp","emp","unemp","ret","sing","marr","sep","gender","edu"
193040003,4,5,3,5,30,1,0,1,0,0,0,0,0,1,0,1,12
193040004,1,1,5,4,28,0,0,0,1,0,0,0,0,0,0,1,15
193040008,1,5,5,5,42,1,0,0,0,0,0,0,0,1,0,0,9
193060002,5,4,5,3,68,0,1,0,1,0,0,1,0,1,0,1,12
193060004,1,4,5,5,37,1,0,0,0,0,0,0,0,1,0,0,12
193060005,5,5,5,5,51,0,0,0,0,0,0,0,0,1,0,0,16
193060006,1,4,1,5,24,1,0,1,0,1,0,0,0,0,0,0,16
193060008,5,3,5,2,51,0,1,0,1,0,0,0,0,1,0,0,15
193063102,5,5,4,5,48,0,0,1,0,0,0,0,0,1,0,1,16
193070002,5,4,1,3,63,0,1,1,0,0,0,0,0,1,0,1,9
193070003,5,4,5,4,67,0,1,0,1,0,0,0,0,1,0,0,6
193070006,4,1,5,5,35,0,1,0,0,0,0,0,0,1,0,0,12
193070007,5,4,5,5,25,0,1,0,0,1,0,0,0,0,0,0,9
193070010,5,5,5,5,36,0,0,0,0,0,0,0,0,1,0,1,12
193080003,4,5,5,5,47,1,0,0,0,0,0,0,0,1,0,0,12
193080004,4,4,2,5,47,0,0,1,0,0,0,0,0,1,0,1,12
193080005,2,4,5,5,26,1,0,0,0,1,0,0,0,0,0,0,16
193100001,1,1,0,5,74,0,0,1,0,0,0,1,0,1,0,0,12
193100003,5,1,5,5,37,0,1,0,0,0,0,0,0,0,0,1,15
193100004,1,1,3,5,34,0,0,1,0,0,0,0,0,1,0,0,16
193100005,3,2,4,4,32,0,1,0,0,0,0,0,0,1,0,1,16
193104104,1,4,4,4,39,1,0,0,0,0,0,0,0,1,0,1,16
193104201,3,3,3,2,37,0,0,0,1,0,0,0,0,1,0,0,16
193120002,1,1,1,5,60,0,0,1,0,0,0,0,1,0,0,1,6
193130001,4,5,5,4,60,1,0,0,1,0,0,0,0,1,0,0,12
193130002,5,5,5,5,61,0,0,0,0,0,0,0,0,1,0,1,12
193130003,1,5,4,5,33,1,0,1,0,0,0,0,0,0,0,0,12
193130004,1,2,5,4,27,1,0,0,1,1,0,0,0,0,0,0,15
193130005,5,5,1,4,24,0,0,1,0,1,0,0,0,0,0,0,12
193140002,5,5,3,5,51,0,0,1,0,0,0,0,0,1,0,1,6
193140003,5,5,5,5,29,0,0,0,0,0,0,0,0,1,0,1,12
193140004,3,5,2,4,24,1,0,1,0,1,0,0,0,0,0,1,12
193144101,5,5,5,5,31,0,0,0,0,0,0,0,0,1,0,0,9
193150001,3,5,2,5,65,1,0,1,0,0,0,1,0,1,0,0,12
193150002,2,1,4,4,55,0,1,0,0,0,0,0,0,1,0,1,16
193160002,2,5,5,5,46,1,0,0,0,0,0,0,0,1,0,0,12
193163102,5,5,5,5,42,0,0,0,0,0,0,0,0,1,0,1,12
193170001,1,5,5,5,76,1,0,0,0,0,0,1,0,1,0,0,12
193170002,1,4,5,5,66,1,0,0,0,0,0,0,0,1,0,1,9
193170003,1,5,5,5,41,1,0,0,0,0,0,0,0,0,0,0,12
193170004,5,5,5,5,40,0,0,0,0,0,0,0,0,1,0,0,12
193170005,2,5,5,4,38,1,0,0,1,1,0,0,0,1,0,0,6
193170007,4,5,5,5,31,1,0,0,0,0,0,0,0,0,0,0,15
193174102,1,4,2,5,37,1,0,1,0,0,0,0,0,1,0,1,15
193180001,4,4,5,5,64,0,0,0,0,0,0,0,0,1,0,0,12
193180002,1,5,5,5,58,1,0,0,0,0,0,0,0,1,0,1,9
193180005,3,4,4,2,33,1,0,0,1,0,0,0,0,0,0,0,12
193180006,1,2,3,2,30,1,0,0,1,0,0,0,0,0,0,0,12
193180007,5,5,5,5,45,0,0,0,0,0,0,0,0,0,0,0,12
193190001,5,5,5,5,64,0,0,0,0,0,0,0,0,1,0,0,9
193190002,1,5,5,5,61,1,0,0,0,0,0,1,0,1,0,1,6
193190003,5,5,5,1,42,0,0,0,1,0,0,0,0,1,0,0,12
193190005,5,4,5,5,37,0,1,0,0,0,0,0,0,1,0,0,12
193190009,5,1,5,5,42,0,1,0,0,0,0,0,0,1,0,0,12
193194102,4,5,5,5,44,1,0,0,0,1,0,0,0,1,0,1,9
193200003,5,5,5,5,49,0,0,0,0,0,0,0,1,0,0,0,16
193200005,5,3,5,3,45,0,1,0,1,0,0,0,0,1,0,1,16
193200006,5,5,1,5,42,0,0,1,0,0,0,0,0,1,0,0,16
193203101,2,1,3,5,43,0,1,1,0,0,0,0,0,1,0,0,12
193410001,5,5,5,2,61,0,0,0,1,0,0,0,0,1,0,1,6
193410003,4,4,5,5,36,0,0,0,0,0,0,0,0,1,0,0,15
193410004,5,5,5,5,22,0,0,0,0,1,0,0,0,0,0,0,12
193410005,5,1,5,5,63,0,1,0,0,0,0,1,0,1,0,0,9
194050005,4,5,5,5,47,1,0,0,0,0,0,0,0,1,0,0,16
194070001,1,5,2,5,65,1,0,1,0,0,0,1,1,0,0,0,12
194070003,1,3,4,5,35,1,0,1,0,0,0,0,0,1,0,0,16
194070004,4,5,5,5,31,1,0,0,0,0,0,0,0,0,0,0,9
194080003,5,4,4,5,43,0,1,1,0,0,0,0,0,1,0,0,12
194080004,1,5,2,3,39,1,0,1,0,1,0,0,0,1,0,1,12
194080005,5,5,1,5,44,0,0,1,0,0,0,0,0,1,0,1,12
194090002,1,1,4,5,48,0,0,1,0,0,0,0,0,1,0,1,6
194090005,5,2,5,5,22,0,1,0,0,1,0,0,0,0,0,1,16
194100002,5,5,5,5,51,0,0,0,0,0,0,0,0,0,0,1,6
194110003,2,2,3,2,32,0,0,0,1,1,0,0,0,1,0,1,15
194110004,1,4,5,5,29,1,0,0,0,0,0,0,0,0,0,0,12
194110005,1,2,4,5,26,1,0,1,0,1,0,0,0,0,0,1,15
194114101,1,3,2,4,34,1,0,1,0,0,0,0,0,1,0,0,16
194130002,5,5,5,5,42,0,0,0,0,0,0,0,0,1,0,1,6
194130005,4,5,5,5,43,1,0,0,0,0,0,0,0,1,0,0,9
194140001,1,5,5,2,54,1,0,0,1,0,0,0,0,1,0,0,6
194150005,1,1,4,4,25,0,0,0,0,1,0,0,0,0,0,0,16
194150007,18525,4,0,5,58,0,1,1,0,0,0,1,0,0,0,1,15
194160001,5,2,5,5,49,0,1,0,0,0,0,0,0,1,0,0,12
194160003,5,4,4,5,22,0,1,1,0,1,0,0,0,0,0,1,16
194170003,4,2,5,4,43,0,1,0,1,1,0,0,0,0,1,1,12
194190001,1,1,5,5,57,0,0,0,0,0,0,0,0,1,0,0,9
194190003,1,4,4,5,34,1,0,1,0,0,0,0,0,0,0,0,16
194190004,5,5,4,4,29,0,0,0,0,0,0,0,0,0,0,0,12
194190005,4,2,5,3,26,0,1,0,1,1,0,0,0,0,0,0,16
194190006,5,1,5,4,41,0,1,0,1,0,0,0,0,1,0,0,6
194190008,1,5,5,3,37,1,0,0,1,0,0,0,0,1,0,0,9
194190014,2,4,5,5,39,1,0,0,0,0,0,0,0,1,0,0,9
194200011,1,4,5,5,44,1,0,0,0,0,0,0,0,1,0,0,12
195010002,5,5,5,5,51,0,0,0,0,0,0,0,1,0,0,1,6
195010003,5,4,5,5,34,0,1,0,0,0,0,0,0,1,0,0,6
195010005,5,4,4,5,24,0,1,1,0,0,0,0,0,0,0,0,12
195014102,5,5,5,5,31,0,0,0,0,0,0,0,0,1,0,1,9
195020005,5,4,5,3,33,0,1,0,1,0,0,0,0,1,0,1,12
195030002,5,2,1,5,56,0,1,1,0,0,0,0,1,0,0,1,6
195030004,1,2,5,5,28,1,0,0,0,1,0,0,0,0,0,0,16
195040002,1,4,4,5,44,1,0,1,0,0,0,0,0,0,0,1,6
195040003,4,4,4,3,29,0,0,0,1,0,0,0,0,0,0,0,6
195040005,3,5,5,2,24,1,0,0,1,0,0,0,0,0,0,0,6
195040007,1,4,4,5,37,1,0,1,0,0,0,0,0,1,0,0,6
195060003,4,2,3,3,24,0,1,0,0,0,0,0,0,0,0,1,12
195070003,2,1,5,5,34,0,1,0,0,0,0,0,0,1,0,1,12
195080002,2,5,4,2,48,1,0,0,1,0,0,0,0,1,0,1,6
195080004,3,3,5,2,24,0,0,0,1,1,0,0,0,0,0,0,12
195090002,5,4,5,5,54,0,1,0,0,1,0,0,0,0,0,1,6
195090003,5,5,5,5,44,0,0,0,0,0,0,0,0,1,0,1,6
195090004,5,5,5,5,31,0,0,0,0,0,0,0,0,0,0,1,6
195090006,2,1,5,3,26,0,1,0,1,0,0,0,0,0,0,1,6
195110007,1,3,4,3,24,1,0,0,1,0,0,0,0,0,0,0,15
195120001,2,2,1,5,68,0,0,1,0,0,1,0,0,1,0,0,6
195120002,5,2,2,3,62,0,1,1,0,0,0,1,0,1,0,1,6
195120003,2,3,5,4,44,1,0,0,1,0,0,0,0,1,0,1,12
195120004,2,3,2,3,42,1,0,1,0,0,0,0,0,1,0,1,12
195120005,2,4,2,5,40,1,0,1,0,0,0,0,0,1,0,1,12
195120007,5,1,5,5,32,0,1,0,0,0,0,0,0,1,0,0,12
195120008,3,3,2,4,26,0,0,1,0,0,0,0,0,0,0,1,16
195150002,3,5,5,2,61,1,0,0,1,0,0,1,0,1,0,1,6
195150003,4,4,1,2,40,0,0,1,0,0,0,0,0,1,0,0,6
195150005,4,4,2,4,33,0,0,1,0,0,0,0,0,0,0,0,16
195150006,2,4,4,5,31,1,0,1,0,0,0,0,0,0,0,0,9
195150007,5,5,3,5,28,0,0,1,0,0,0,0,0,0,0,1,6
195150009,5,5,5,5,36,0,0,0,0,0,0,0,0,1,0,1,9
195160006,4,5,5,5,38,1,0,0,0,0,0,0,0,1,0,1,6
195170004,1,2,5,4,27,1,0,0,1,1,0,0,0,0,0,0,16
195180001,4,1,5,5,56,0,1,0,0,0,0,0,0,1,0,0,6
195180003,1,1,5,2,35,0,0,0,1,0,0,0,0,1,0,0,12
195180005,4,1,5,5,25,0,1,0,0,0,0,0,0,0,0,0,12
195190004,2,1,4,5,28,0,1,1,0,0,0,0,0,0,0,0,6
195200003,2,5,4,5,24,1,0,1,0,1,0,0,0,0,0,1,12
196020001,4,5,2,4,65,1,0,1,0,0,0,1,0,0,0,1,15
196020002,3,2,2,5,35,0,1,1,0,0,0,0,0,0,0,0,16
196030001,1,5,5,5,75,1,0,0,0,0,0,0,0,1,0,0,6
196030002,5,5,5,5,70,0,0,0,0,0,0,1,0,1,0,1,6
196030003,2,4,4,5,37,1,0,1,0,1,0,0,0,1,0,1,12
196033101,2,3,3,4,43,1,0,1,0,0,0,0,0,1,0,0,12
196040003,3,5,4,3,33,1,0,0,1,1,0,0,0,1,0,1,12
196040005,1,4,3,2,32,1,0,0,1,0,0,0,0,1,0,0,6
196050002,1,5,2,4,59,1,0,1,0,0,0,0,0,0,0,1,9
196050003,5,4,4,5,33,0,1,1,0,1,0,0,0,1,0,1,15
196050004,1,1,5,5,31,0,0,0,0,0,0,0,0,0,0,0,12
196050005,4,4,4,3,28,0,0,0,1,1,0,0,0,0,0,0,12
196054101,1,2,4,4,36,1,0,0,0,0,0,0,0,1,0,0,15
196070003,2,4,3,5,32,1,0,1,0,0,0,0,0,0,0,1,12
196070004,5,4,3,2,29,0,1,0,1,0,0,0,0,1,0,1,12
196070006,1,4,5,3,56,1,0,0,1,0,0,0,0,1,0,0,9
196080003,5,5,5,5,49,0,0,0,0,0,0,0,0,1,0,1,9
196080004,4,5,2,2,39,1,0,0,0,0,0,0,0,1,0,1,9
196080005,4,4,5,5,31,0,0,0,0,0,0,0,0,0,0,0,9
196083102,5,2,1,4,42,0,1,1,0,0,0,0,0,1,0,0,6
196090002,3,5,4,5,74,1,0,1,0,0,0,0,0,0,0,1,6
196090003,4,5,5,3,35,1,0,0,1,0,0,0,0,0,0,0,12
196100003,5,4,5,5,48,0,1,0,0,0,0,0,0,1,0,0,6
196100004,2,4,3,5,48,1,0,1,0,0,0,0,0,1,0,1,6
196110001,5,5,4,5,53,0,0,1,0,0,1,0,0,0,0,1,6
196110002,1,4,5,5,41,1,0,0,0,0,0,0,0,1,0,0,6
196110004,5,3,5,5,34,0,1,0,0,0,0,0,0,0,0,0,9
196110006,5,4,5,5,36,0,1,0,0,0,0,0,0,1,0,1,12
196114201,5,3,5,4,41,0,1,0,1,0,0,0,0,1,0,0,6
196120003,5,5,5,5,38,0,0,0,0,0,0,0,0,0,0,0,12
196130001,4,3,4,4,63,0,1,0,0,0,0,0,0,1,0,0,12
196130002,5,1,5,5,57,0,1,0,0,0,0,0,0,1,0,1,9
196130003,4,1,5,5,34,0,1,0,0,0,0,0,0,1,0,1,15
196130005,5,4,4,5,27,0,1,1,0,0,0,0,0,0,0,0,12
196130006,3,1,2,5,23,0,1,1,0,1,0,0,0,0,0,0,12
196134101,5,3,5,5,34,0,1,0,0,0,0,0,0,1,0,0,12
196150004,2,5,4,4,47,1,0,0,0,0,0,0,0,0,0,1,12
196150005,1,2,4,5,26,1,0,1,0,0,0,0,0,0,0,1,12
196150006,3,2,3,2,23,0,1,0,1,1,0,0,0,0,0,0,12
196160001,5,5,5,5,71,0,0,0,0,0,0,1,0,0,0,1,6
196160003,5,5,5,5,37,0,0,0,0,0,0,0,0,1,0,0,12
196160004,1,5,5,2,46,1,0,0,1,0,0,0,0,1,0,0,12
196160005,3,1,5,5,34,0,1,0,0,0,0,0,0,1,0,1,9
196170003,4,4,5,2,71,0,0,0,1,0,0,1,0,1,0,0,6
196170006,2,5,4,2,39,1,0,0,1,0,0,0,0,0,0,0,12
196180003,2,1,5,4,46,0,1,0,1,0,0,0,0,1,0,0,12
196183102,1,1,3,5,41,0,0,1,0,0,0,0,0,1,0,1,9
196200004,3,4,2,4,36,1,0,1,0,0,0,0,0,1,0,1,12
196200005,5,3,5,5,34,0,1,0,0,0,0,0,0,1,0,0,12
196230001,5,1,5,5,68,0,1,0,0,0,0,0,0,1,0,0,15
196230004,1,5,1,5,34,1,0,1,0,0,0,0,0,0,0,0,12
196240001,1,5,5,4,80,1,0,0,1,0,0,0,0,1,0,0,6
196240002,5,5,5,4,75,0,0,0,1,0,0,0,0,1,0,1,6
196240004,5,4,5,5,51,0,1,0,0,0,0,0,0,1,0,0,12
196240005,1,4,5,4,26,1,0,0,1,1,0,0,0,0,0,0,12
196240011,5,5,5,5,51,0,0,0,0,0,0,1,0,1,0,1,12
196243104,4,4,5,5,36,0,0,0,0,0,0,0,0,1,0,1,12
196250001,5,5,5,5,86,0,0,0,0,0,0,0,0,1,0,0,9
196250003,4,4,5,5,50,0,0,0,0,0,0,0,0,1,0,1,16
196250005,1,5,5,5,54,1,0,0,0,0,0,0,0,1,0,0,12
196250008,1,0,5,4,55,0,1,0,1,0,0,0,0,1,0,0,16
196250009,5,4,2,5,52,0,1,1,0,0,0,0,0,1,0,1,12
196250010,2,5,1,5,25,1,0,1,0,0,0,0,0,0,0,0,12
196260001,2,5,4,5,61,1,0,1,0,0,0,0,0,0,0,1,9
196270003,4,4,4,5,41,0,0,1,0,1,0,0,0,1,0,1,16
196270005,1,1,3,5,42,0,0,1,0,0,0,0,0,1,0,0,12
196280003,1,1,5,5,29,0,0,0,0,1,0,0,0,0,0,0,15
196280004,1,5,1,5,58,1,0,1,0,0,0,0,0,1,0,0,12
196290003,3,5,5,5,57,1,0,0,0,0,0,1,0,0,0,1,9
196300003,1,4,5,5,56,1,0,0,0,0,0,0,0,1,0,0,12
197010001,5,5,5,5,83,0,0,0,0,0,0,0,1,0,0,0,12
197010004,2,4,4,3,53,1,0,0,1,0,0,0,0,1,0,0,12
197010005,5,2,5,3,49,0,1,0,1,0,0,0,0,1,0,1,12
197010010,1,5,2,4,42,1,0,1,0,0,0,0,0,0,0,1,12
197020001,5,4,5,3,67,0,1,0,1,0,0,0,0,1,0,0,6
197020002,3,0,2,4,55,0,1,1,0,0,0,0,0,1,0,1,9
197020004,3,4,2,4,31,1,0,1,0,0,0,0,0,0,0,0,12
197030003,2,5,5,4,39,1,0,0,1,0,0,0,0,1,0,0,12
197030004,5,5,3,5,37,0,0,1,0,0,0,0,0,1,0,0,12
197040003,5,2,5,3,45,0,1,0,1,0,0,0,0,1,0,0,6
197040004,4,4,5,4,44,0,0,0,1,0,0,0,0,1,0,0,12
197040005,4,5,2,2,41,1,0,0,0,0,0,0,0,1,0,0,12
197040007,5,5,5,5,40,0,0,0,0,0,0,0,0,1,0,1,6
197043104,4,4,2,3,37,0,0,1,0,0,0,0,0,1,0,1,12
197050002,1,2,5,5,61,1,0,0,0,0,0,0,0,0,0,1,6
197060001,5,4,4,1,55,0,1,0,1,0,0,0,0,1,0,0,16
197060002,5,5,2,3,53,0,0,1,0,0,0,0,0,1,0,1,15
197060003,4,4,2,5,25,0,0,1,0,1,0,0,0,0,0,0,16
197080003,4,1,5,4,48,0,1,0,1,0,0,0,0,1,0,0,16
197090002,4,2,4,5,49,0,1,1,0,0,0,0,0,1,0,0,12
197100004,5,5,1,5,48,0,0,1,0,0,0,0,0,1,0,0,6
197110001,4,1,3,2,68,0,1,0,1,0,0,1,0,1,0,0,15
197110002,5,1,5,5,67,0,1,0,0,1,0,0,0,1,0,1,15
197120001,5,4,5,5,55,0,1,0,0,0,0,0,0,1,0,0,6
197120002,3,1,5,5,50,0,1,0,0,0,0,0,0,1,0,1,9
197120003,1,1,1,4,27,0,0,1,0,0,0,0,0,1,0,1,12
197124101,1,4,4,4,35,1,0,0,0,0,0,0,0,1,0,0,12
197130005,2,4,5,4,49,1,0,0,1,0,0,0,0,0,0,1,6
197130006,4,4,5,5,25,0,0,0,0,0,0,0,0,1,0,1,15
197130007,5,5,3,5,46,0,0,1,0,0,0,0,0,1,0,1,12
197130010,5,4,5,5,46,0,1,0,0,0,0,0,0,1,0,0,12
197140001,4,1,4,5,67,0,1,1,0,0,0,0,0,1,0,0,9
197140002,4,4,5,5,54,0,0,0,0,0,0,0,0,1,0,1,9
197150002,5,4,5,5,62,0,1,0,0,0,0,0,0,0,0,1,6
197150005,5,4,5,5,35,0,1,0,0,0,0,0,0,1,0,1,12
197150006,5,4,5,5,28,0,1,0,0,0,0,0,0,0,0,1,16
197160002,4,4,5,5,39,0,0,0,0,1,0,0,0,1,0,1,12
197160005,3,5,1,5,27,1,0,1,0,1,0,0,0,0,0,0,12
197163101,4,4,5,1,49,0,0,0,1,0,0,0,0,1,0,0,6
197170003,3,1,5,5,43,0,1,0,0,0,0,0,0,0,0,0,12
197180002,4,4,5,5,73,0,0,0,0,0,0,0,0,0,0,1,6
197190004,5,3,4,2,43,0,1,0,1,0,0,0,0,0,0,0,12
197200001,5,4,5,5,60,0,1,0,0,0,0,0,1,0,0,0,9
197200006,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,0,12
197200007,3,2,5,5,28,0,1,0,0,0,0,0,0,0,0,0,9
197200008,5,4,5,5,25,0,1,0,0,1,0,0,0,0,0,0,12
197200009,5,4,5,2,23,0,1,0,1,0,0,0,0,0,0,0,9
197210002,5,4,5,3,46,0,1,0,1,0,0,0,0,1,0,0,16
197213101,1,4,5,4,47,1,0,0,1,0,0,0,0,1,0,0,12
197220002,5,4,1,3,46,0,1,1,0,0,0,0,0,1,0,1,12
197220003,5,4,5,4,54,0,1,0,1,0,0,0,0,1,0,0,12
197230002,5,5,5,4,55,0,0,0,1,0,0,1,1,0,0,1,6
197230003,5,5,5,1,49,0,0,0,1,0,0,0,0,0,0,0,6
197240002,5,4,5,5,68,0,1,0,0,0,0,0,0,0,0,1,6
197240005,2,4,5,5,49,1,0,0,0,0,0,0,0,0,0,0,9
197240006,4,1,5,5,39,0,1,0,0,0,0,0,0,1,0,1,6
197250001,1,1,5,4,66,0,0,0,1,0,0,0,0,1,0,0,15
197250002,2,2,3,5,54,0,0,1,0,0,0,0,0,1,0,1,9
197250004,4,5,2,4,30,1,0,1,0,0,0,0,0,0,0,1,12
197250005,1,1,2,2,27,0,0,0,0,1,0,0,0,0,0,0,12
197260001,1,5,5,5,63,1,0,0,0,0,0,0,0,1,0,0,9
197260002,5,5,5,5,60,0,0,0,0,0,0,0,0,1,0,1,6
197260003,4,4,5,5,37,0,0,0,0,0,0,0,0,1,0,0,9
197264204,5,4,5,5,32,0,1,0,0,0,0,0,0,1,0,0,12
197280001,4,4,5,3,60,0,0,0,1,0,0,0,0,1,0,0,6
197280002,2,2,2,5,55,0,0,1,0,0,0,0,0,1,0,1,6
197290001,5,1,5,5,78,0,1,0,0,1,0,0,0,0,0,1,6
197290003,4,3,5,2,37,0,1,0,1,0,0,0,0,0,0,0,12
197300001,1,1,5,5,64,0,0,0,0,0,0,0,0,1,0,0,16
197300004,2,1,4,5,32,0,1,1,0,0,0,0,1,0,0,1,16
198010002,5,5,5,5,73,0,0,0,0,0,0,0,0,0,0,1,9
198010003,4,2,5,4,36,0,1,0,1,0,0,0,0,0,0,0,12
198010005,3,2,2,4,39,0,1,1,0,1,0,0,0,1,0,1,12
198020001,1,5,1,5,70,1,0,1,0,0,0,0,0,1,0,0,12
198020002,2,5,5,2,69,1,0,0,1,0,0,0,0,1,0,1,9
198030003,1,5,4,2,43,1,0,0,1,0,0,0,0,1,0,0,9
198040001,2,4,4,2,63,1,0,0,1,0,0,0,0,0,0,1,9
198040002,5,1,2,2,42,0,1,0,0,0,0,0,0,0,0,0,12
198050003,3,4,5,5,48,1,0,0,0,0,0,0,0,1,0,0,6
198050004,5,4,4,3,25,0,1,0,1,1,0,0,0,0,0,1,12
198050005,5,5,5,5,31,0,0,0,0,0,0,0,0,1,0,0,12
198070003,1,4,5,5,54,1,0,0,0,0,0,0,0,1,0,0,6
198070004,5,1,5,5,48,0,1,0,0,0,0,0,0,1,0,1,6
198080002,5,5,5,5,56,0,0,0,0,0,0,1,0,1,0,1,6
198080003,4,4,4,3,39,0,0,0,1,0,0,0,0,1,0,0,15
198080004,3,4,3,4,22,1,0,1,0,1,0,0,0,0,0,1,16
198084102,3,5,4,5,33,1,0,1,0,0,0,0,0,1,0,1,16
198090001,3,5,5,5,69,1,0,0,0,1,0,0,0,1,0,0,6
198090002,1,5,5,5,61,1,0,0,0,1,0,0,0,1,0,1,6
198090003,2,5,4,5,35,1,0,1,0,0,0,0,0,1,0,0,9
198094102,4,4,2,5,34,0,0,1,0,1,0,0,0,1,0,1,9
198100002,5,4,1,5,53,0,1,1,0,0,0,0,0,1,0,0,6
198100003,5,5,1,4,53,0,0,1,0,0,0,1,0,1,0,1,6
198100006,4,5,2,4,31,1,0,1,0,1,0,0,0,0,0,0,12
198111102,4,5,5,4,46,1,0,0,1,0,0,0,0,1,0,1,16
198130002,4,4,5,5,56,0,0,0,0,0,0,1,0,1,0,1,12
198130003,5,4,5,4,59,0,1,0,1,0,0,0,0,1,0,0,16
198130004,1,2,2,4,34,1,0,1,0,0,0,0,0,1,0,0,16
198134102,4,4,4,4,31,0,0,0,0,0,0,0,0,1,0,1,16
198140003,1,4,5,1,52,1,0,0,1,0,0,0,0,1,0,0,12
198140004,4,4,5,5,49,0,0,0,0,0,0,0,0,1,0,1,12
198150004,1,4,2,4,41,1,0,1,0,0,0,0,0,1,0,1,9
198160001,4,4,5,5,58,0,0,0,0,0,0,0,0,1,0,0,9
198170002,4,4,5,4,58,0,0,0,1,0,0,0,0,1,0,1,9
198170004,1,1,4,4,37,0,0,0,0,0,0,0,0,0,0,0,12
198180002,1,1,5,4,48,0,0,0,1,0,0,0,0,1,0,0,12
198180003,5,4,5,5,51,0,1,0,0,0,0,0,0,1,0,1,6
198190001,5,4,4,2,49,0,1,0,1,0,0,0,0,1,0,0,12
198190002,5,4,4,3,43,0,1,0,1,0,0,0,0,1,0,1,9
198200001,1,4,5,5,71,1,0,0,0,0,0,0,0,0,0,0,9
198204101,2,5,4,5,40,1,0,1,0,0,0,0,0,1,0,0,9
199014101,1,2,5,2,47,1,0,0,1,0,0,0,1,0,0,0,16
199020003,4,4,5,4,32,0,0,0,1,0,0,0,0,1,0,0,12
199030003,1,1,3,3,43,0,0,0,0,0,0,0,0,1,0,0,12
199030004,1,5,5,5,40,1,0,0,0,0,0,0,0,1,0,1,12
199040001,1,1,5,3,60,0,0,0,1,0,0,0,0,1,0,0,6
199040002,5,4,5,5,59,0,1,0,0,0,0,0,0,1,0,1,6
199040003,5,5,5,5,41,0,0,0,0,1,0,0,0,1,0,1,12
199040004,5,1,5,5,32,0,1,0,0,0,0,0,0,0,0,1,16
199040005,3,4,4,4,29,1,0,0,0,1,0,0,0,0,0,1,16
199040007,1,1,5,4,42,0,0,0,1,0,0,0,0,1,0,0,12
199050001,1,5,5,5,71,1,0,0,0,0,0,1,0,1,0,0,6
199050002,5,5,5,5,60,0,0,0,0,0,0,0,0,1,0,1,6
199050004,1,5,1,5,22,1,0,1,0,1,0,0,0,0,0,0,12
199060001,1,4,5,3,58,1,0,0,1,0,0,0,0,1,0,0,16
199060003,4,4,5,2,36,0,0,0,1,0,0,0,0,1,0,1,16
199060004,2,4,3,2,35,1,0,0,1,0,0,0,0,1,0,1,12
199064101,1,2,5,2,34,1,0,0,1,0,0,0,0,1,0,0,12
199090001,0,5,5,5,78,1,0,0,0,0,0,0,0,1,0,0,15
199090003,5,4,3,5,46,0,1,1,0,0,0,0,0,1,0,1,16
199090004,5,5,5,5,38,0,0,0,0,0,0,0,0,0,0,1,15
199090006,1,5,5,5,42,1,0,0,0,0,0,0,0,0,0,1,12
199093103,3,4,4,5,45,1,0,1,0,0,0,0,0,1,0,0,16
199110001,5,5,5,5,51,0,0,0,0,0,0,0,0,1,0,0,6
199110002,5,5,5,3,51,0,0,0,1,0,0,0,0,1,0,1,12
199110003,1,5,5,1,23,1,0,0,1,1,0,0,0,0,0,1,12
199120001,5,5,4,5,72,0,0,1,0,0,0,0,0,1,0,0,6
199120002,1,4,5,4,69,1,0,0,1,0,0,0,0,1,0,1,6
199120003,5,5,5,5,38,0,0,0,0,0,0,0,0,1,0,0,6
199120005,2,2,4,5,34,0,0,1,0,0,0,0,0,1,0,1,9
199120008,2,2,5,5,29,0,0,0,0,0,0,0,0,0,0,1,9
199120010,5,5,1,5,22,0,0,1,0,0,0,0,0,0,0,0,6
199123103,2,2,4,5,38,0,0,1,0,0,0,0,0,1,0,0,9
199124101,1,4,5,5,32,1,0,0,0,0,0,0,0,1,0,0,12
199124201,4,4,5,5,38,0,0,0,0,0,0,0,0,1,0,0,9
199140002,5,5,5,5,54,0,0,0,0,0,0,0,1,0,0,1,6
199150002,5,5,5,5,53,0,0,0,0,0,1,0,1,0,0,1,6
199150004,3,2,2,5,34,0,1,1,0,0,0,0,0,0,0,0,12
199154101,2,4,2,5,41,1,0,1,0,0,0,0,0,1,0,0,12
199170001,4,4,4,2,48,0,0,0,1,0,0,0,0,1,0,0,9
199170003,4,4,3,5,27,0,0,1,0,0,0,0,0,0,0,0,16
199180001,1,4,5,4,74,1,0,0,1,0,0,1,1,0,0,0,12
199180003,4,3,2,2,47,0,1,0,0,0,0,0,0,1,0,0,16
199180004,1,4,4,3,45,1,0,0,1,0,0,0,0,1,0,1,12
199180005,1,2,4,3,42,1,0,0,1,0,0,0,0,1,0,0,12
199180006,3,4,3,3,37,1,0,0,0,0,0,0,0,1,0,1,12
199180008,5,4,4,4,51,0,1,0,0,0,0,0,0,1,0,0,9
199181102,5,2,5,5,42,0,1,0,0,0,0,0,0,1,0,1,12
199184101,3,5,5,4,45,1,0,0,1,0,0,0,0,1,0,0,16
200010003,4,5,5,5,63,1,0,0,0,0,0,0,0,1,0,0,6
200010004,5,1,5,5,58,0,1,0,0,0,0,0,0,1,0,1,6
200010005,4,4,5,5,25,0,0,0,0,1,0,0,0,0,0,0,12
200020003,4,5,5,5,54,1,0,0,0,0,0,1,0,1,0,0,6
